CONCEPT NAME	DESCRIPTION	# ARGUMENTS	INCLUDES 	FOUND	CPP20 STD	IS CONCEPT	SPECIALIZATIONS	PASSING TYPES
move_constructible	specifies that an object of a type can be move constructed	1	concepts	TRUE	TRUE	TRUE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unique_ptr<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
copy_constructible	specifies that an object of a type can be copy constructed and move constructed	1	concepts	TRUE	TRUE	TRUE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
boolean-testable	specifies that a type can be used in Boolean contexts	0	concepts	FALSE	TRUE	TRUE		
equality_comparable	specifies that operator == is an equivalence relation	1	concepts	TRUE	TRUE	TRUE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::map<int, int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unique_ptr<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
equality_comparable_with	specifies that operator == is an equivalence relation	2	concepts	TRUE	TRUE	TRUE		
totally_ordered	specifies that the comparison operators on the type yield a total order	1	concepts	TRUE	TRUE	TRUE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::map<int, int>;class std::multimap<int, int>;class std::unique_ptr<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >
totally_ordered_with	specifies that the comparison operators on the type yield a total order	2	concepts	TRUE	TRUE	TRUE		
three_way_comparable	specifies that operator <=> produces consistent result on given types	1	concepts	TRUE	TRUE	TRUE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::map<int, int>;class std::multimap<int, int>;class std::unique_ptr<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >
three_way_comparable_with	specifies that operator <=> produces consistent result on given types	2	concepts	TRUE	TRUE	TRUE		
movable	specifies that an object of a type can be moved and swapped	1	concepts	TRUE	TRUE	TRUE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unique_ptr<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
copyable	specifies that an object of a type can be copied, moved, and swapped	1	concepts	TRUE	TRUE	TRUE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
semiregular	specifies that an object of a type can be copied, moved, swapped, and default constructed	1	concepts	TRUE	TRUE	TRUE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
regular	specifies that a type is regular, that is, it is both semiregular and equality_comparable	1	concepts	TRUE	TRUE	TRUE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::map<int, int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
invocable	specifies that a callable type can be invoked with a given set of argument types	1	concepts	TRUE	TRUE	TRUE		
regular_invocable	specifies that a callable type can be invoked with a given set of argument types	1	concepts	TRUE	TRUE	TRUE		
predicate	specifies that a callable type is a Boolean predicate	1	concepts	TRUE	TRUE	TRUE		
relation	specifies that a callable type is a binary relation	3	concepts	TRUE	TRUE	TRUE		
equivalence_relation	specifies that a relation imposes an equivalence relation	3	concepts	TRUE	TRUE	TRUE		
strict_weak_order	specifies that a relation imposes a strict weak ordering	3	concepts	TRUE	TRUE	TRUE		
indirectly_readable	specifies that a type is indirectly readable by applying operator *	1	iterator	TRUE	TRUE	TRUE		char *;int *;float *;double *;long long *;unsigned char *;unsigned int *;unsigned long long *;class std::unique_ptr<int>;class std::shared_ptr<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;class std::istream_iterator<int>
indirectly_writable	specifies that a value can be written to an iterator's referenced object	2	iterator	TRUE	TRUE	TRUE		
weakly_incrementable	specifies that a semiregular type can be incremented with pre- and post-increment operators	1	iterator	TRUE	TRUE	TRUE		long long *;char;char *;short;int;int *;float *;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;unsigned char;unsigned char *;unsigned short;unsigned int;unsigned int *;unsigned long long;unsigned long long *;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::ostream_iterator<int>;class std::istream_iterator<int>
incrementable	specifies that the increment operation on a weakly_incrementable type is equality-preserving and that the type is equality_comparable	1	iterator	TRUE	TRUE	TRUE		long long *;char;char *;short;int;int *;float *;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;unsigned char;unsigned char *;unsigned short;unsigned int;unsigned int *;unsigned long long;unsigned long long *;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
input_or_output_iterator	specifies that objects of a type can be incremented and dereferenced	1	iterator	TRUE	TRUE	TRUE		char *;int *;float *;double *;long long *;unsigned char *;unsigned int *;unsigned long long *;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;class std::ostream_iterator<int>;class std::istream_iterator<int>
sentinel_for	specifies a type is a sentinel for an input_or_output_iterator type	2	iterator	TRUE	TRUE	TRUE		
sized_sentinel_for	specifies that the - operator can be applied to an iterator and a sentinel to calculate their difference in constant time	2	iterator	TRUE	TRUE	TRUE		
input_iterator	specifies that a type is an input iterator, that is, its referenced values can be read and it can be both pre- and post-incremented	1	iterator	TRUE	TRUE	TRUE		char *;int *;float *;double *;long long *;unsigned char *;unsigned int *;unsigned long long *;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;class std::istream_iterator<int>
output_iterator	specifies that a type is an output iterator for a given value type, that is, values of that type can be written to it and it can be both pre- and post-incremented	2	iterator	TRUE	TRUE	TRUE		
forward_iterator	specifies that an input_iterator is a forward iterator, supporting equality comparison and multi-pass	1	iterator	TRUE	TRUE	TRUE		char *;int *;float *;double *;long long *;unsigned char *;unsigned int *;unsigned long long *;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >
bidirectional_iterator	specifies that a forward_iterator is a bidirectional iterator, supporting movement backwards	1	iterator	TRUE	TRUE	TRUE		char *;int *;float *;double *;long long *;unsigned char *;unsigned int *;unsigned long long *;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >
random_access_iterator	specifies that a bidirectional_iterator is a random-access iterator, supporting advancement in constant time and subscripting	1	iterator	TRUE	TRUE	TRUE		char *;int *;float *;double *;long long *;unsigned char *;unsigned int *;unsigned long long *;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >
contiguous_iterator	specifies that a random_access_iterator is a contiguous iterator, referring to elements that are contiguous in memory	1	iterator	TRUE	TRUE	TRUE		char *;int *;float *;double *;long long *;unsigned char *;unsigned int *;unsigned long long *;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >
indirectly_unary_invocable	specifies that a callable type can be invoked with the result of dereferencing an indirectly_readable type	2	iterator	TRUE	TRUE	TRUE		
indirectly_regular_unary_invocable	specifies that a callable type can be invoked with the result of dereferencing an indirectly_readable type	2	iterator	TRUE	TRUE	TRUE		
indirect_unary_predicate	specifies that a callable type, when invoked with the result of dereferencing an indirectly_readable type, satisfies predicate	2	iterator	TRUE	TRUE	TRUE		
indirect_binary_predicate	specifies that a callable type, when invoked with the result of dereferencing two indirectly_readable types, satisfies predicate	3	iterator	TRUE	TRUE	TRUE		
indirect_equivalence_relation	specifies that a callable type, when invoked with the result of dereferencing two indirectly_readable types, satisfies equivalence_relation	2	iterator	TRUE	TRUE	TRUE		
indirect_strict_weak_order	specifies that a callable type, when invoked with the result of dereferencing two indirectly_readable types, satisfies strict_weak_order	2	iterator	TRUE	TRUE	TRUE		
indirectly_movable	specifies that values may be moved from an indirectly_readable type to an indirectly_writable type	2	iterator	TRUE	TRUE	TRUE		
indirectly_movable_storable	specifies that values may be moved from an indirectly_readable type to an indirectly_writable type and that the move may be performed via an intermediate object	2	iterator	TRUE	TRUE	TRUE		
indirectly_copyable	specifies that values may be copied from an indirectly_readable type to an indirectly_writable type	2	iterator	TRUE	TRUE	TRUE		
indirectly_copyable_storable	specifies that values may be copied from an indirectly_readable type to an indirectly_writable type and that the copy may be performed via an intermediate object	2	iterator	TRUE	TRUE	TRUE		
indirectly_swappable	specifies that the values referenced by two indirectly_readable types can be swapped	1	iterator	TRUE	TRUE	TRUE		char *;int *;float *;double *;long long *;unsigned char *;unsigned int *;unsigned long long *;class std::unique_ptr<int>;class std::shared_ptr<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >
indirectly_comparable	specifies that the values referenced by two indirectly_readable types can be compared	3	iterator	TRUE	TRUE	TRUE		
permutable	specifies the common requirements of algorithms that reorder elements in place	1	iterator	TRUE	TRUE	TRUE		char *;int *;float *;double *;long long *;unsigned char *;unsigned int *;unsigned long long *;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >
mergeable	specifies the requirements of algorithms that merge sorted sequences into an output sequence by copying elements	3	iterator	TRUE	TRUE	TRUE		
sortable	specifies the common requirements of algorithms that permute sequences into ordered sequences	1	iterator	TRUE	TRUE	TRUE		char *;int *;float *;double *;long long *;unsigned char *;unsigned int *;unsigned long long *;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >
range	specifies that a type is a range, that is, it provides a begin iterator and an end sentinel	1	ranges	TRUE	TRUE	TRUE		class std::basic_string<char>;class std::array<int, 8>;class std::vector<int>;class std::deque<int>;class std::list<int>;class std::forward_list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unordered_multiset<int>;class std::unordered_map<int, int>;class std::unordered_multimap<int, int>;class std::initializer_list<int>
borrowed_range	specifies that a type is a range and iterators obtained from an expression of it can be safely returned without danger of dangling	1	ranges	TRUE	TRUE	TRUE		class std::basic_string_view<char>;class std::span<int, 18446744073709551615>
sized_range	specifies that a range knows its size in constant time	1	ranges	TRUE	TRUE	TRUE		class std::basic_string<char>;class std::array<int, 8>;class std::vector<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unordered_multiset<int>;class std::unordered_map<int, int>;class std::unordered_multimap<int, int>;class std::initializer_list<int>
view	specifies that a range is a view, that is, it has constant time copy/move/assignment	1	ranges	TRUE	TRUE	TRUE		class std::basic_string_view<char>;class std::span<int, 18446744073709551615>
input_range	specifies a range whose iterator type satisfies input_iterator	1	ranges	TRUE	TRUE	TRUE		class std::basic_string<char>;class std::array<int, 8>;class std::vector<int>;class std::deque<int>;class std::list<int>;class std::forward_list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unordered_multiset<int>;class std::unordered_map<int, int>;class std::unordered_multimap<int, int>;class std::initializer_list<int>
output_range	specifies a range whose iterator type satisfies output_iterator	2	ranges	TRUE	TRUE	TRUE		
forward_range	specifies a range whose iterator type satisfies forward_iterator	1	ranges	TRUE	TRUE	TRUE		class std::basic_string<char>;class std::array<int, 8>;class std::vector<int>;class std::deque<int>;class std::list<int>;class std::forward_list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unordered_multiset<int>;class std::unordered_map<int, int>;class std::unordered_multimap<int, int>;class std::initializer_list<int>
bidirectional_range	specifies a range whose iterator type satisfies bidirectional_iterator	1	ranges	TRUE	TRUE	TRUE		class std::basic_string<char>;class std::array<int, 8>;class std::vector<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unordered_multiset<int>;class std::unordered_map<int, int>;class std::unordered_multimap<int, int>;class std::initializer_list<int>
random_access_range	specifies a range whose iterator type satisfies random_access_iterator	1	ranges	TRUE	TRUE	TRUE		class std::basic_string_view<char>;class std::vector<int>;class std::basic_string<char>;class std::span<int, 18446744073709551615>;class std::initializer_list<int>;class std::array<int, 8>;class std::deque<int>
