CONCEPT NAME	DESCRIPTION	# ARGUMENTS	INCLUDES 	FOUND	CPP20 STD	IS CONCEPT	SPECIALIZATIONS	PASSING TYPES
indirectly_copyable_storable	specifies that values may be copied from an indirectly_readable type to an indirectly_writable type and that the copy may be performed via an intermediate object	2	iterator	TRUE	TRUE	TRUE		
indirectly_swappable	specifies that the values referenced by two indirectly_readable types can be swapped	1	iterator	TRUE	TRUE	TRUE		
indirectly_comparable	specifies that the values referenced by two indirectly_readable types can be compared	3	iterator	TRUE	TRUE	TRUE		
permutable	specifies the common requirements of algorithms that reorder elements in place	1	iterator	TRUE	TRUE	TRUE		
mergeable	specifies the requirements of algorithms that merge sorted sequences into an output sequence by copying elements	3	iterator	TRUE	TRUE	TRUE		
sortable	specifies the common requirements of algorithms that permute sequences into ordered sequences	1	iterator	TRUE	TRUE	TRUE		
range	specifies that a type is a range, that is, it provides a begin iterator and an end sentinel	1	ranges	TRUE	TRUE	TRUE		
borrowed_range	specifies that a type is a range and iterators obtained from an expression of it can be safely returned without danger of dangling	1	ranges	TRUE	TRUE	TRUE		
sized_range	specifies that a range knows its size in constant time	1	ranges	TRUE	TRUE	TRUE		
view	specifies that a range is a view, that is, it has constant time copy/move/assignment	1	ranges	TRUE	TRUE	TRUE		
input_range	specifies a range whose iterator type satisfies input_iterator	1	ranges	TRUE	TRUE	TRUE		
output_range	specifies a range whose iterator type satisfies output_iterator	2	ranges	TRUE	TRUE	TRUE		
forward_range	specifies a range whose iterator type satisfies forward_iterator	1	ranges	TRUE	TRUE	TRUE		
bidirectional_range	specifies a range whose iterator type satisfies bidirectional_iterator	1	ranges	TRUE	TRUE	TRUE		
random_access_range	specifies a range whose iterator type satisfies random_access_iterator	1	ranges	TRUE	TRUE	TRUE		
contiguous_range	specifies a range whose iterator type satisfies contiguous_iterator	1	ranges	TRUE	TRUE	TRUE		
common_range	specifies that a range has identical iterator and sentinel types	1	ranges	TRUE	TRUE	TRUE		
viewable_range	specifies the requirements for a range to be safely convertible to a view	1	ranges	TRUE	TRUE	TRUE		
is_void_v	checks if a type is void	1	type_traits	TRUE	TRUE	FALSE		
is_null_pointer_v	checks if a type is std::nullptr_t	1	type_traits	TRUE	TRUE	FALSE		
is_integral_v	checks if a type is an integral type	1	type_traits	TRUE	TRUE	FALSE		
is_floating_point_v	checks if a type is a floating-point type	1	type_traits	TRUE	TRUE	FALSE		
is_array_v	checks if a type is an array type	1	type_traits	TRUE	TRUE	FALSE		
is_enum_v	checks if a type is an enumeration type	1	type_traits	TRUE	TRUE	FALSE		
is_union_v	checks if a type is an union type	1	type_traits	TRUE	TRUE	FALSE		
is_class_v	checks if a type is a non-union class type	1	type_traits	TRUE	TRUE	FALSE		
is_function_v	checks if a type is a function type	1	type_traits	TRUE	TRUE	FALSE		
is_pointer_v	checks if a type is a pointer type	1	type_traits	TRUE	TRUE	FALSE		
is_lvalue_reference_v	checks if a type is a lvalue reference	1	type_traits	TRUE	TRUE	FALSE		
is_rvalue_reference_v	checks if a type is a rvalue reference	1	type_traits	TRUE	TRUE	FALSE		
is_member_object_pointer_v	checks if a type is a pointer to a non-static member object	1	type_traits	TRUE	TRUE	FALSE		
is_member_function_pointer_v	checks if a type is a pointer to a non-static member function	1	type_traits	TRUE	TRUE	FALSE		
is_fundamental_v	checks if a type is a fundamental type	1	type_traits	TRUE	TRUE	FALSE		
is_arithmetic_v	checks if a type is an arithmetic type	1	type_traits	TRUE	TRUE	FALSE		
is_scalar_v	checks if a type is a scalar type	1	type_traits	TRUE	TRUE	FALSE		
is_object_v	checks if a type is an object type	1	type_traits	TRUE	TRUE	FALSE		
is_compound_v	checks if a type is a compound type	1	type_traits	TRUE	TRUE	FALSE		
is_reference_v	checks if a type is either a lvalue reference or rvalue reference	1	type_traits	TRUE	TRUE	FALSE		
is_member_pointer_v	checks if a type is a pointer to an non-static member function or object	1	type_traits	TRUE	TRUE	FALSE		
is_const_v	checks if a type is const-qualified	1	type_traits	TRUE	TRUE	FALSE		
is_volatile_v	checks if a type is volatile-qualified	1	type_traits	TRUE	TRUE	FALSE		
is_trivial_v	checks if a type is trivial	1	type_traits	TRUE	TRUE	FALSE		
is_trivially_copyable_v	checks if a type is trivially copyable	1	type_traits	TRUE	TRUE	FALSE		
is_standard_layout_v	checks if a type is a standard-layout type	1	type_traits	TRUE	TRUE	FALSE		
has_unique_object_representations_v	checks if every bit in the type's object representation contributes to its value	1	type_traits	TRUE	TRUE	FALSE		
is_empty_v	checks if a type is a class (but not union) type and has no non-static data members	1	type_traits	TRUE	TRUE	FALSE		
is_polymorphic_v	checks if a type is a polymorphic class type	1	type_traits	TRUE	TRUE	FALSE		
is_abstract_v	checks if a type is an abstract class type	1	type_traits	TRUE	TRUE	FALSE		
is_final_v	checks if a type is a final class type	1	type_traits	TRUE	TRUE	FALSE		
is_aggregate_v	checks if a type is an aggregate type	1	type_traits	TRUE	TRUE	FALSE		
is_signed_v	checks if a type is a signed arithmetic type	1	type_traits	TRUE	TRUE	FALSE		
is_unsigned_v	checks if a type is an unsigned arithmetic type	1	type_traits	TRUE	TRUE	FALSE		
is_bounded_array_v	checks if a type is an array type of known bound	1	type_traits	TRUE	TRUE	FALSE		
is_unbounded_array_v	checks if a type is an array type of unknown bound	1	type_traits	TRUE	TRUE	FALSE		
is_constructible_v	checks if a type has a constructor for specific arguments	1	type_traits	TRUE	TRUE	FALSE		
is_trivially_constructible_v	checks if a type has a constructor for specific arguments	1	type_traits	TRUE	TRUE	FALSE		
is_nothrow_constructible_v	checks if a type has a constructor for specific arguments	1	type_traits	TRUE	TRUE	FALSE		
is_default_constructible_v	checks if a type has a default constructor	1	type_traits	TRUE	TRUE	FALSE		
is_trivially_default_constructible_v	checks if a type has a default constructor	1	type_traits	TRUE	TRUE	FALSE		
is_nothrow_default_constructible_v	checks if a type has a default constructor	1	type_traits	TRUE	TRUE	FALSE		
is_copy_constructible_v	checks if a type has a copy constructor	1	type_traits	TRUE	TRUE	FALSE		
is_trivially_copy_constructible_v	checks if a type has a copy constructor	1	type_traits	TRUE	TRUE	FALSE		
is_nothrow_copy_constructible_v	checks if a type has a copy constructor	1	type_traits	TRUE	TRUE	FALSE		
is_move_constructible_v	checks if a type can be constructed from an rvalue reference	1	type_traits	TRUE	TRUE	FALSE		
is_trivially_move_constructible_v	checks if a type can be constructed from an rvalue reference	1	type_traits	TRUE	TRUE	FALSE		
is_nothrow_move_constructible_v	checks if a type can be constructed from an rvalue reference	1	type_traits	TRUE	TRUE	FALSE		
is_assignable_v	checks if a type has a assignment operator for a specific argument	2	type_traits	TRUE	TRUE	FALSE		
is_trivially_assignable_v	checks if a type has a assignment operator for a specific argument	2	type_traits	TRUE	TRUE	FALSE		
is_nothrow_assignable_v	checks if a type has a assignment operator for a specific argument	2	type_traits	TRUE	TRUE	FALSE		
is_copy_assignable_v	checks if a type has a copy assignment operator	1	type_traits	TRUE	TRUE	FALSE		
is_trivially_copy_assignable_v	checks if a type has a copy assignment operator	1	type_traits	TRUE	TRUE	FALSE		
is_nothrow_copy_assignable_v	checks if a type has a copy assignment operator	1	type_traits	TRUE	TRUE	FALSE		
is_move_assignable_v	checks if a type has a move assignment operator	1	type_traits	TRUE	TRUE	FALSE		
is_trivially_move_assignable_v	checks if a type has a move assignment operator	1	type_traits	TRUE	TRUE	FALSE		
is_nothrow_move_assignable_v	checks if a type has a move assignment operator	1	type_traits	TRUE	TRUE	FALSE		
is_destructible_v	checks if a type has a non-deleted destructor	1	type_traits	TRUE	TRUE	FALSE		
is_trivially_destructible_v	checks if a type has a non-deleted destructor	1	type_traits	TRUE	TRUE	FALSE		
is_nothrow_destructible_v	checks if a type has a non-deleted destructor	1	type_traits	TRUE	TRUE	FALSE		
has_virtual_destructor_v	checks if a type has a virtual destructor	1	type_traits	TRUE	TRUE	FALSE		
is_swappable_with_v	checks if objects of a type can be swapped with objects of same or different type	2	type_traits	TRUE	TRUE	FALSE		
is_swappable_v	checks if objects of a type can be swapped with objects of same or different type	1	type_traits	TRUE	TRUE	FALSE		
is_nothrow_swappable_with_v	checks if objects of a type can be swapped with objects of same or different type	2	type_traits	TRUE	TRUE	FALSE		
is_nothrow_swappable_v	checks if objects of a type can be swapped with objects of same or different type	1	type_traits	TRUE	TRUE	FALSE		
is_same_v	checks if two types are the same	2	type_traits	TRUE	TRUE	FALSE		
is_base_of_v	checks if a type is derived from the other type	2	type_traits	TRUE	TRUE	FALSE		
is_convertible_v	checks if a type can be converted to the other type	2	type_traits	TRUE	TRUE	FALSE		
is_nothrow_convertible_v	checks if a type can be converted to the other type	2	type_traits	TRUE	TRUE	FALSE		
is_invocable_v	checks if a type can be invoked (as if by std::invoke) with the given argument types	1	type_traits	TRUE	TRUE	FALSE		
is_invocable_r_v	checks if a type can be invoked (as if by std::invoke) with the given argument types	2	type_traits	TRUE	TRUE	FALSE		
is_nothrow_invocable_v	checks if a type can be invoked (as if by std::invoke) with the given argument types	1	type_traits	TRUE	TRUE	FALSE		
is_nothrow_invocable_r_v	checks if a type can be invoked (as if by std::invoke) with the given argument types	2	type_traits	TRUE	TRUE	FALSE		
is_layout_compatible_v	checks if two types are layout-compatible	0	type_traits	FALSE	TRUE	FALSE		
is_pointer_interconvertible_base_of_v	checks if a type is a pointer-interconvertible (initial) base of another type	0	type_traits	FALSE	TRUE	FALSE		
is_pointer_interconvertible_with_class_v	checks if objects of a type are pointer-interconvertible with the specified subobject of that type	0	type_traits	FALSE	TRUE	FALSE		
is_corresponding_member_v	checks if two specified members correspond to each other in the common initial subsequence of two specified types	0	type_traits	FALSE	TRUE	FALSE		
